1	138
1	186
1	192
1	245
1	566
1	690
1	789
1	844
1	884
1	952
2	73
2	83
2	447
2	540
2	604
2	638
2	749
2	892
2	977
2	1000
3	374
3	545
3	677
3	806
3	807
3	908
3	909
3	916
3	973
3	996
4	441
4	657
4	696
4	780
4	803
4	818
4	839
4	841
4	874
4	958
5	431
5	647
5	666
5	668
5	669
5	684
5	701
5	741
5	854
5	924
6	317
6	549
6	568
6	676
6	695
6	764
6	799
6	830
6	886
6	940
7	335
7	430
7	435
7	578
7	649
7	735
7	851
7	934
7	957
7	981
8	170
8	176
8	423
8	554
8	606
8	692
8	781
8	852
8	855
8	985
9	30
9	182
9	229
9	344
9	410
9	413
9	539
9	808
9	883
9	933
10	43
10	467
10	492
10	555
10	635
10	674
10	858
10	909
10	947
10	982
11	474
11	486
11	524
11	552
11	565
11	754
11	772
11	810
11	856
11	901
12	272
12	304
12	546
12	688
12	716
12	917
12	966
12	974
12	985
12	991
13	131
13	324
13	358
13	399
13	725
13	762
13	790
13	795
13	954
13	987
14	143
14	199
14	313
14	412
14	622
14	753
14	859
14	923
14	955
14	975
15	278
15	490
15	679
15	758
15	814
15	910
15	919
15	920
15	957
15	970
16	54
16	169
16	375
16	423
16	491
16	647
16	771
16	888
16	984
16	992
17	59
17	143
17	202
17	385
17	615
17	655
17	701
17	807
17	843
17	858
18	188
18	402
18	489
18	491
18	782
18	784
18	823
18	838
18	899
18	977
19	29
19	105
19	224
19	359
19	375
19	517
19	740
19	842
19	917
19	961
20	227
20	589
20	651
20	698
20	781
20	836
20	863
20	957
20	976
20	999
21	323
21	552
21	553
21	792
21	861
21	933
21	935
21	953
21	955
21	994
22	168
22	234
22	291
22	308
22	340
22	411
22	512
22	523
22	759
22	945
23	353
23	366
23	425
23	463
23	534
23	622
23	783
23	940
23	968
23	975
24	63
24	294
24	347
24	365
24	629
24	737
24	830
24	831
24	908
24	936
25	93
25	107
25	470
25	621
25	624
25	640
25	787
25	819
25	822
25	981
26	107
26	564
26	589
26	632
26	726
26	825
26	831
26	917
26	931
26	962
27	346
27	546
27	633
27	692
27	767
27	782
27	797
27	891
27	932
27	940
28	400
28	524
28	527
28	575
28	691
28	757
28	797
28	889
28	930
28	950
29	19
29	83
