1	11 
2	10 
3	25 
4	28 
5	10 
6	23 
7	24 
8	25 
9	25 
10	20 
11	23 
12	23 
13	22 
14	6 
15	19 
16	20 
17	2 
18	14 
19	15 
20	2 
21	1 
22	16 
23	17 
24	15 
25	22 
26	28 
27	1 
28	17 
29	1 
30	7 
31	14 
32	19 
33	9 
34	22 
35	15 
36	9 
37	11 
38	21 
39	3 
40	8 
41	24 
42	9 
43	26 
44	20 
45	11 
46	7 
47	2 
48	8 
49	21 
50	2 
51	29 
52	3 
53	4 
54	18 
55	9 
56	20 
57	14 
58	5 
59	10 
60	2 
61	4 
62	11 
63	3 
64	23 
65	12 
66	25 
67	25 
68	14 
69	4 
70	25 
71	28 
72	5 
73	24 
74	2 
75	6 
76	6 
77	19 
78	23 
79	4 
80	1 
81	6 
82	19 
83	27 
84	17 
85	3 
86	27 
87	10 
88	10 
89	8 
90	7 
91	11 
92	6 
93	11 
94	28 
95	9 
96	2 
97	29 
98	18 
99	26 
100	2 
101	14 
102	16 
103	20 
104	10 
105	16 
106	3 
107	15 
108	22 
109	10 
110	13 
111	20 
112	3 
113	21 
114	22 
115	28 
116	20 
117	27 
118	12 
119	23 
120	21 
121	27 
122	5 
123	18 
124	24 
125	3 
126	20 
127	15 
128	26 
129	16 
130	4 
131	19 
132	29 
133	5 
134	26 
135	29 
136	17 
137	9 
138	28 
139	23 
140	22 
141	17 
142	8 
143	22 
144	15 
145	28 
146	18 
147	11 
148	11 
149	20 
150	1 
151	23 
152	9 
153	27 
154	5 
155	2 
156	3 
157	15 
158	27 
159	7 
160	27 
161	20 
162	29 
163	25 
164	4 
165	3 
166	23 
167	26 
168	18 
169	10 
170	29 
171	8 
172	7 
173	16 
174	1 
175	15 
176	14 
177	17 
178	20 
179	29 
180	28 
181	8 
182	29 
183	26 
184	18 
185	14 
186	2 
187	24 
188	9 
189	8 
190	25 
191	27 
192	23 
193	27 
194	9 
195	5 
196	1 
197	29 
198	13 
199	13 
200	12 
201	27 
202	22 
203	2 
204	15 
205	28 
206	7 
207	12 
208	3 
209	9 
210	5 
211	26 
212	12 
213	4 
214	21 
215	2 
216	24 
217	4 
218	19 
219	13 
220	14 
221	9 
222	5 
223	20 
224	9 
225	28 
226	24 
227	17 
228	20 
229	22 
230	11 
231	12 
232	1 
233	3 
234	23 
235	13 
236	18 
237	15 
238	16 
239	15 
240	11 
241	16 
242	17 
243	28 
244	10 
245	9 
246	10 
247	12 
248	2 
249	28 
250	16 
251	3 
252	3 
253	24 
254	19 
255	8 
256	26 
257	5 
258	15 
259	19 
260	5 
261	9 
262	4 
263	19 
264	22 
265	26 
266	1 
267	6 
268	17 
269	16 
270	14 
271	27 
272	20 
273	17 
274	9 
275	17 
276	22 
277	22 
278	4 
279	5 
280	10 
281	22 
282	17 
283	29 
284	6 
285	3 
286	19 
287	2 
288	2 
289	4 
290	4 
291	16 
292	29 
293	3 
294	14 
295	16 
296	3 
297	6 
298	2 
299	3 
300	7 
301	3 
302	28 
303	11 
304	25 
305	4 
306	15 
307	26 
308	14 
309	29 
310	18 
311	13 
312	3 
313	24 
314	17 
315	23 
316	10 
317	26 
318	11 
319	7 
320	9 
321	2 
322	27 
323	18 
324	8 
325	4 
326	13 
327	3 
328	17 
329	6 
330	5 
331	7 
332	16 
333	15 
334	5 
335	1 
336	15 
337	6 
338	14 
339	4 
340	12 
341	1 
342	19 
343	17 
344	29 
345	8 
346	18 
347	12 
348	5 
349	20 
350	11 
351	26 
352	27 
353	3 
354	22 
355	11 
356	6 
357	20 
358	4 
359	23 
360	7 
361	20 
362	24 
363	12 
364	7 
365	13 
366	3 
367	28 
368	2 
369	9 
370	25 
371	19 
372	8 
373	15 
374	17 
375	10 
376	25 
377	3 
378	9 
379	14 
380	28 
381	3 
382	28 
383	12 
384	5 
385	22 
386	23 
387	27 
388	28 
389	19 
390	1 
391	1 
392	27 
393	15 
394	3 
395	17 
396	2 
397	20 
398	9 
399	9 
400	22 
401	3 
402	1 
403	11 
404	7 
405	20 
406	6 
407	6 
408	1 
409	8 
410	2 
411	23 
412	17 
413	19 
414	14 
415	1 
416	7 
417	11 
418	5 
419	27 
420	23 
421	20 
422	3 
423	1 
424	6 
