1	26 
2	8 
3	14 
4	27 
5	8 
6	7 
7	27 
8	4 
9	26 
10	16 
11	23 
12	26 
13	3 
14	11 
15	12 
16	15 
17	17 
18	5 
19	22 
20	3 
21	1 
22	15 
23	23 
24	4 
25	19 
26	17 
27	23 
28	18 
29	20 
30	9 
31	9 
32	16 
33	2 
34	1 
35	13 
36	13 
37	21 
38	5 
39	25 
40	28 
41	11 
42	3 
43	13 
44	25 
45	3 
46	15 
47	8 
48	18 
49	25 
50	28 
51	25 
52	19 
53	7 
54	14 
55	11 
56	24 
57	19 
58	24 
59	21 
60	25 
61	21 
62	17 
63	9 
64	12 
65	17 
66	23 
67	3 
68	5 
69	9 
70	5 
71	8 
72	4 
73	16 
74	4 
75	20 
76	13 
77	4 
78	18 
79	13 
80	27 
81	25 
82	14 
83	27 
84	22 
85	8 
86	20 
87	13 
88	18 
89	24 
90	20 
91	28 
92	23 
93	6 
94	7 
95	8 
96	19 
97	9 
98	28 
99	4 
100	12 
101	9 
102	13 
103	7 
104	27 
105	5 
106	9 
107	11 
108	23 
109	3 
110	14 
111	7 
112	10 
113	17 
114	9 
115	25 
116	5 
117	2 
118	14 
119	10 
120	24 
121	7 
122	24 
123	9 
124	22 
125	28 
126	8 
127	20 
128	26 
129	6 
130	7 
131	8 
132	17 
133	17 
134	5 
135	5 
136	1 
137	8 
138	13 
139	3 
140	10 
141	9 
142	21 
143	8 
144	5 
145	21 
146	20 
147	25 
148	27 
149	25 
150	16 
151	26 
152	1 
153	8 
154	19 
155	4 
156	14 
157	12 
158	16 
159	10 
160	6 
161	20 
162	17 
163	11 
164	28 
165	16 
166	13 
167	23 
168	12 
169	15 
170	6 
171	5 
172	8 
173	10 
174	10 
175	15 
176	25 
177	23 
178	12 
179	14 
180	9 
181	13 
182	27 
183	12 
184	10 
185	26 
186	1 
187	28 
188	10 
189	28 
190	15 
191	10 
192	1 
193	19 
194	7 
195	18 
196	22 
197	22 
198	20 
199	15 
200	26 
201	15 
202	23 
203	8 
204	14 
205	5 
206	14 
207	9 
208	2 
209	16 
210	12 
211	16 
212	8 
213	17 
214	6 
215	16 
216	7 
217	4 
218	4 
219	5 
220	20 
221	13 
222	18 
223	15 
224	22 
225	13 
226	25 
227	24 
228	23 
229	3 
230	14 
231	4 
232	1 
233	2 
234	11 
235	19 
236	21 
237	23 
238	9 
239	10 
240	25 
241	13 
242	20 
243	14 
244	24 
245	8 
246	20 
247	19 
248	5 
249	26 
250	20 
251	21 
252	5 
253	16 
254	5 
255	7 
256	23 
257	5 
258	17 
259	6 
260	5 
261	1 
262	15 
263	10 
264	20 
265	28 
266	2 
267	9 
268	7 
269	13 
270	2 
271	13 
272	3 
273	1 
274	28 
275	25 
276	11 
277	2 
278	26 
279	17 
280	12 
281	28 
282	4 
283	3 
284	5 
285	18 
286	13 
287	12 
288	14 
289	21 
290	7 
291	3 
292	12 
293	18 
294	22 
295	2 
296	13 
297	28 
298	22 
299	11 
300	28 
301	27 
302	24 
303	28 
304	13 
305	8 
306	11 
307	21 
308	22 
309	15 
310	8 
311	20 
312	20 
313	15 
314	13 
315	20 
316	26 
317	19 
318	12 
319	16 
320	22 
321	5 
322	7 
323	16 
324	3 
325	12 
326	26 
327	15 
328	10 
329	21 
330	2 
331	28 
332	26 
333	14 
334	11 
335	15 
336	22 
337	18 
338	21 
339	1 
340	3 
341	13 
342	7 
343	12 
344	25 
345	15 
346	8 
347	22 
348	11 
349	17 
350	13 
351	8 
352	4 
353	25 
354	8 
355	13 
356	11 
357	16 
358	20 
359	23 
360	12 
361	28 
362	23 
363	12 
364	18 
365	12 
366	9 
367	25 
368	8 
369	27 
370	15 
371	17 
372	1 
373	2 
374	15 
375	21 
376	20 
377	17 
378	8 
379	9 
380	2 
381	7 
382	14 
383	28 
384	17 
385	6 
386	5 
387	18 
388	15 
389	19 
390	7 
391	26 
392	7 
393	14 
394	5 
395	24 
396	26 
397	25 
398	25 
399	7 
400	27 
401	20 
402	2 
403	24 
404	5 
405	22 
406	20 
407	8 
408	28 
409	4 
410	15 
411	9 
412	6 
413	20 
414	27 
415	3 
416	20 
417	8 
418	28 
419	28 
420	8 
421	14 
422	5 
423	21 
424	24 
425	18 
426	27 
427	1 
428	13 
429	10 
430	1 
431	25 
432	14 
433	8 
434	15 
435	27 
436	2 
437	15 
438	17 
439	20 
440	21 
441	12 
442	9 
443	24 
444	13 
445	6 
446	19 
447	24 
448	8 
449	20 
450	8 
451	16 
452	26 
453	2 
454	3 
455	12 
456	19 
457	5 
458	3 
459	28 
460	8 
461	14 
462	11 
463	12 
464	11 
465	21 
466	28 
467	13 
468	4 
469	11 
470	17 
471	7 
472	12 
473	20 
474	12 
475	19 
476	20 
477	22 
478	12 
479	16 
480	4 
481	7 
482	16 
483	6 
484	19 
485	13 
486	5 
487	16 
488	28 
489	15 
490	14 
491	28 
492	11 
493	11 
494	25 
495	28 
496	7 
497	4 
498	12 
499	17 
500	15 
501	18 
502	1 
503	17 
504	21 
505	12 
506	12 
507	2 
508	27 
509	9 
510	7 
511	7 
512	13 
513	18 
514	22 
515	9 
516	16 
517	7 
518	15 
519	3 
520	27 
521	8 
522	5 
523	15 
524	20 
525	15 
526	27 
527	15 
528	25 
529	25 
530	8 
531	9 
532	12 
533	6 
534	14 
535	21 
536	27 
537	27 
538	5 
539	13 
540	4 
541	19 
542	15 
543	13 
544	19 
545	1 
546	18 
547	9 
548	1 
549	28 
550	4 
551	6 
552	11 
553	23 
554	24 
555	15 
556	3 
557	19 
558	24 
559	19 
560	25 
561	14 
562	15 
563	22 
564	17 
565	12 
566	7 
567	28 
568	12 
569	16 
570	22 
571	4 
572	27 
573	9 
574	23 
575	11 
576	22 
577	27 
578	27 
579	6 
580	12 
581	6 
582	23 
583	3 
584	17 
585	16 
586	1 
587	13 
588	15 
589	11 
590	9 
591	10 
592	18 
593	3 
594	23 
595	8 
596	7 
597	11 
598	19 
599	10 
600	5 
601	28 
602	25 
603	15 
604	10 
605	6 
606	23 
607	21 
608	24 
609	14 
610	23 
611	12 
612	22 
613	7 
614	5 
615	11 
616	18 
617	17 
618	13 
619	26 
620	23 
621	9 
622	13 
623	2 
624	3 
625	13 
626	28 
627	8 
628	25 
629	15 
630	1 
631	28 
632	11 
633	7 
634	4 
635	11 
636	8 
637	1 
638	5 
639	28 
640	2 
641	12 
642	1 
643	18 
644	14 
645	21 
646	21 
647	10 
648	19 
649	17 
650	10 
651	18 
652	7 
653	11 
654	3 
655	14 
656	13 
657	15 
658	24 
659	26 
660	6 
661	24 
662	28 
663	23 
664	17 
665	26 
666	20 
667	13 
668	15 
669	8 
670	6 
671	14 
672	12 
673	21 
674	9 
675	15 
676	24 
677	27 
678	16 
679	14 
680	20 
681	18 
682	14 
683	17 
684	1 
685	26 
686	4 
687	15 
688	3 
689	2 
690	21 
691	5 
692	28 
693	3 
694	4 
695	15 
696	8 
697	5 
698	24 
699	15 
700	4 
701	21 
702	5 
703	12 
704	15 
705	8 
706	5 
707	14 
708	3 
709	10 
710	22 
711	1 
712	8 
713	12 
714	3 
715	24 
716	3 
717	7 
718	14 
719	3 
720	4 
721	16 
722	15 
723	8 
724	2 
725	8 
726	28 
727	13 
728	17 
729	24 
730	20 
731	2 
732	18 
733	28 
734	3 
735	28 
736	19 
737	28 
738	14 
739	13 
740	11 
741	21 
742	2 
743	13 
744	1 
745	26 
746	2 
747	22 
748	28 
749	19 
750	15 
751	25 
752	14 
753	8 
754	19 
755	24 
756	19 
757	28 
758	4 
759	6 
760	6 
761	28 
762	5 
763	8 
764	25 
765	27 
766	25 
767	10 
768	20 
769	26 
770	27 
771	1 
772	17 
773	24 
774	14 
775	8 
776	5 
777	25 
778	22 
779	22 
780	19 
781	3 
782	10 
783	26 
784	1 
785	19 
786	19 
787	25 
788	19 
789	8 
790	23 
791	6 
792	24 
793	12 
794	5 
795	5 
796	1 
797	13 
798	5 
799	14 
800	15 
801	23 
802	6 
803	20 
804	8 
805	8 
806	13 
807	12 
808	22 
809	7 
810	11 
811	7 
812	28 
813	12 
814	16 
815	24 
816	10 
817	15 
818	6 
819	13 
820	10 
821	6 
822	23 
823	13 
824	16 
825	10 
826	1 
827	3 
828	25 
829	23 
830	5 
831	6 
832	10 
833	16 
834	12 
835	24 
836	3 
837	14 
838	21 
839	12 
840	10 
841	16 
842	1 
843	22 
844	5 
845	7 
846	23 
847	12 
848	4 
849	19 
850	20 
851	14 
852	15 
853	23 
854	24 
855	5 
856	16 
857	8 
858	25 
859	17 
860	11 
861	10 
862	14 
863	7 
864	28 
865	15 
866	19 
867	15 
868	23 
869	7 
870	25 
871	9 
872	7 
873	20 
874	25 
875	8 
876	7 
877	3 
878	13 
879	13 
880	14 
881	1 
882	1 
883	24 
884	14 
885	5 
886	24 
887	11 
888	8 
889	5 
890	24 
891	19 
892	3 
893	9 
894	3 
895	15 
896	15 
897	9 
898	1 
899	9 
900	1 
901	8 
902	7 
903	12 
904	14 
905	19 
906	19 
907	11 
908	25 
909	13 
910	8 
911	23 
912	8 
913	11 
914	11 
915	23 
916	1 
917	3 
918	12 
919	20 
920	8 
921	11 
922	20 
923	11 
924	20 
925	15 
926	19 
